GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
10.24,-1.67,18 14 31,-20 53 11,1.8,1.8,Ryu 653,OC   ,     ,                                ,REF805                                         ,548
10.3,-2.35,18 17 12,-21 09 10,1.4,1.4,Ryu 654,OC   ,     ,                                ,REF805                                         ,553
10.33,-4.72,18 26 16,-22 14 14,1.9,1.9,Ryu 189,OC   ,     ,                                ,REF805                                         ,557
10.34,-1.47,18 13 57,-20 42 07,0.5,0.5,VVV 163|VVV-CL 163,OC   ,     ,loose                           ,REF1000                                        ,559
10.45,-0.14,18 09 13,-19 57 35,0.8,0.8,Bica 644,OC   ,     ,                                ,REF250                                         ,563
10.66,5.64,17 48 29,-16 54 23,0.9,0.9,Ryu 191,OC   ,     ,                                ,REF805                                         ,574
10.71,4.2,17 53 49,-17 35 30,1.7,1.7,Ryu 658,OC   ,     ,                                ,REF805                                         ,576
10.72,0.46,18 07 32,-19 25 57,1,1,Ryu 659,OC   ,     ,                                ,REF805                                         ,577
10.83,-3.19,18 21 26,-21 05 07,0.9,0.9,Ryu 660,OC   ,     ,                                ,REF805                                         ,579
10.91,-4.27,18 25 43,-21 30 46,1.2,1.2,Ryu 661,OC   ,     ,                                ,REF805                                         ,582
10.97,-3.84,18 24 12,-21 15 32,0.8,0.8,Ryu 192,OC   ,     ,                                ,REF805                                         ,583
10.99,3.58,17 56 38,-17 39 58,0.8,0.8,Ryu 193,OC   ,     ,                                ,REF805                                         ,584
10.99,36.09,16 05 40,-20 30 25,12,12,Dolidze 50|OCL 32|Alessi J1605.5-2031|MWSC 2349,OC   ,lPOCR,                                ,REF947|REF913                                  ,585
11,2.52,18 00 32,-18 10 51,0.9,0.9,Ryu 194,OC   ,     ,                                ,REF805                                         ,586
11.07,3.92,17 55 35,-17 25 25,1,1,Ryu 662,OC   ,     ,                                ,REF805                                         ,588
11.09,-2.13,18 17 58,-20 21 23,1.8,1.8,Ryu 195,OC   ,     ,                                ,REF805                                         ,590
11.11,1.24,18 05 28,-18 43 13,1.3,1.3,Ryu 663,OC   ,     ,                                ,REF805                                         ,592
11.12,0.07,18 09 49,-19 16 38,1.4,1.4,Ryu 665,OC   ,     ,                                ,REF805                                         ,593
11.16,-0.15,18 10 43,-19 20 39,0.8,0.8,Ryu 666,OC   ,     ,                                ,REF805                                         ,594
11.18,-4.58,18 27 26,-21 24 58,2,2,Ryu 669,OC   ,     ,                                ,REF805                                         ,595
11.18,3.4,17 57 43,-17 35 15,0.6,0.6,Ryu 668,OC   ,     ,                                ,REF805                                         ,596
11.18,-0.04,18 10 20,-19 16 36,1.8,1.8,Ryu 667,OC   ,     ,                                ,REF805                                         ,597
11.2,-0.65,18 12 39,-19 33 17,2.1,2.1,Ryu 196,OC   ,     ,                                ,REF805                                         ,598
11.26,-2.28,18 18 52,-20 16 24,1.4,1.4,Ryu 197,OC   ,     ,                                ,REF805                                         ,600
11.31,2.45,18 01 28,-17 56 48,0.9,0.9,Ryu 670,OC   ,     ,                                ,REF805                                         ,601
11.35,1.72,18 04 10,-18 16 23,1,1,Ryu 198,OC   ,     ,                                ,REF805                                         ,602
11.41,-5.54,18 31 33,-21 39 05,2.9,2.9,Ryu 199,OC   ,     ,                                ,REF805                                         ,604
11.49,-3.6,18 24 18,-20 41 27,2.5,2.5,Ryu 672,OC   ,     ,                                ,REF805                                         ,607
11.73,-1.61,18 17 18,-19 32 33,1,1,Ryu 673,OC   ,     ,                                ,REF805                                         ,613
11.74,19.2,17 03 30,-08 51 13,5,5,FSR 41|MWSC 2522,OC   ,     ,                                ,REF507|REF970|REF1089                          ,614
11.77,3.83,17 57 21,-16 52 05,1.7,1.7,Ryu 200,OC   ,     ,                                ,REF805                                         ,615
11.79,-1.92,18 18 35,-19 38 13,1.2,1.2,Ryu 674,OC   ,     ,                                ,REF805                                         ,618
11.79,16.13,17 14 05,-10 28 20,6,6,FSR 42|MWSC 2548,OC   ,     ,                                ,REF507|REF3033                                 ,619
11.82,1.02,18 07 45,-18 12 08,1.6,1.6,Ryu 676,OC   ,     ,                                ,REF805                                         ,621
11.82,2.81,18 01 10,-17 19 44,3.5,3.5,Ryu 201,OC   ,     ,                                ,REF805                                         ,622
11.89,1.53,18 05 59,-17 53 44,1,1,Ryu 677,OC   ,     ,                                ,REF805                                         ,624
11.94,-0.7,18 14 21,-18 55 27,2.5,2.5,Ryu 679,OC   ,     ,                                ,REF805                                         ,628
11.95,5.63,17 51 14,-15 48 26,1.4,1.4,Ryu 680,OC   ,     ,                                ,REF805                                         ,630
11.99,-1.43,18 17 10,-19 13 51,1.4,1.4,Ryu 682,OC   ,     ,                                ,REF805                                         ,633
11.99,-4.72,18 29 32,-20 45 44,1,1,Ryu 681,OC   ,     ,                                ,REF805                                         ,634
12.15,-2.12,18 20 03,-19 25 18,2.6,2.6,Ryu 683,OC   ,     ,                                ,REF805                                         ,638
12.2,4.69,17 55 10,-16 04 08,1.4,1.4,Ryu 684,OC   ,     ,                                ,REF805                                         ,639
12.29,7.32,17 45 54,-14 39 35,8,8,FSR 43|MWSC 2685,OC   ,     ,                                ,REF507                                         ,641
12.33,-5.19,18 32 00,-20 40 39,1.3,1.3,Ryu 685,OC   ,     ,                                ,REF805                                         ,643
12.34,-3.49,18 25 36,-19 53 18,1.2,1.2,Ryu 686,OC   ,     ,                                ,REF805                                         ,644
12.39,-3.22,18 24 42,-19 43 05,8,8,Trumpler 33|Collinder 378|OCL 34|ESO 590-20|MWSC 2910,OC   ,     ,                                ,REF239                                         ,647
12.4,-20.56,19 33 32,-26 53 50,18,18,MWSC 5715,OC   ,     ,                                ,REF1098                                        ,648
12.47,-5.26,18 32 33,-20 35 13,1.3,1.3,Ryu 202,OC   ,     ,                                ,REF805                                         ,654
12.48,-2.63,18 22 37,-19 22 04,2.5,2.5,Ryu 688,OC   ,     ,                                ,REF805                                         ,655
12.55,0.88,18 09 43,-17 38 01,1.7,1.7,Ryu 689,OC   ,     ,                                ,REF805                                         ,657
12.62,-4.85,18 31 15,-20 15 59,1.3,1.3,Ryu 690,OC   ,     ,                                ,REF805                                         ,659
12.64,4.29,17 57 31,-15 52 48,1.1,1.1,Ryu 11,OC   ,     ,                                ,REF805                                         ,660
12.68,5.9,17 51 47,-15 02 32,1.9,1.9,Ryu 691,OC   ,     ,                                ,REF805                                         ,662
12.73,-0.87,18 16 34,-18 18 40,6,6,Collinder 469|OCL 35|MWSC 2865,OC   ,     ,in M 24                         ,REF239                                         ,664
12.73,-0.77,18 16 14,-18 15 50,4,3.5,ESO 590-13,OC   ,     ,dust window?                    ,REF234                                         ,665
12.74,-0.01,18 13 24,-17 53 30,3,3,Messineo 1|Cl 1813-18|SAI 126|,OC   ,     ,inc WR star| inc. 2 SNRs        ,REF495|REF778|REF383|REF805                    ,667
12.83,-1.97,18 20 51,-18 45 00,1.2,1.2,Ryu 204,OC   ,     ,                                ,REF805                                         ,671
12.86,1.54,18 07 57,-17 02 44,1.9,1.9,Ryu 695,OC   ,     ,                                ,REF805                                         ,673
12.86,-1.3,18 18 27,-18 24 16,5,5,NGC 6603|Melotte 197|Collinder 374|OCL 36|FSR 45|MWSC 2883,OC   ,     ,core| in background of M 24     ,REF239|REF1020|REF667|REF3032|REF3033          ,674
12.88,-0.28,18 14 42,-17 54 00,0.8,0.8,Ryu 697,OC   ,     ,                                ,REF805                                         ,675
12.97,-2.22,18 22 03,-18 44 17,1.3,1.3,Ryu 698,OC   ,     ,                                ,REF805                                         ,683
12.98,3.99,17 59 17,-15 44 29,2.9,2.9,Ryu 205,OC   ,     ,                                ,REF805                                         ,684
13.01,-2.3,18 22 26,-18 44 39,1.2,1.2,Ryu 699,OC   ,     ,                                ,REF805                                         ,685
13.02,-2.68,18 23 51,-18 54 43,1.7,1.7,Ryu 206,OC   ,     ,                                ,REF805                                         ,687
13.22,3.4,18 01 54,-15 48 54,1.6,1.6,Ryu 207,OC   ,     ,                                ,REF805                                         ,692
13.24,4.75,17 57 04,-15 08 24,2.3,2.3,Ryu 208,OC   ,     ,                                ,REF805                                         ,693
13.27,-17.53,19 22 12,-25 00 36,25,25,MWSC 4484,OC   ,     ,                                ,REF3031                                        ,695
13.29,-3.12,18 26 03,-18 52 19,1.8,1.8,Ryu 700,OC   ,     ,                                ,REF805                                         ,696
13.34,-5.6,18 35 29,-19 58 11,1.2,1.2,Ryu 701,OC   ,     ,                                ,REF805                                         ,698
13.38,-1.62,18 20 39,-18 06 09,1.5,1.5,Ryu 702,OC   ,     ,                                ,REF805                                         ,700
13.59,0.87,18 11 53,-16 43 38,1.2,1.2,Ryu 703,OC   ,     ,                                ,REF805                                         ,705
13.64,-0.79,18 18 05,-17 28 41,1.4,1.4,Ryu 704,OC   ,     ,                                ,REF805                                         ,706
13.65,2.24,18 06 58,-16 00 56,1.5,1.5,Ryu 705,OC   ,     ,                                ,REF805                                         ,707
13.69,-4.43,18 31 46,-19 07 20,32,32,M 25|IC 4725|Melotte 204|Collinder 382|OCL 38|ESO 591-6|MWSC 2940,OC   ,     ,                                ,REF239                                         ,708
13.7,-3.59,18 28 38,-18 43 58,2,2,Ryu 706,OC   ,     ,                                ,REF805                                         ,709
13.73,4.7,17 58 16,-14 44 21,1.6,1.6,Ryu 209,OC   ,     ,                                ,REF805                                         ,711
13.76,2.86,18 04 57,-15 36 50,1.2,1.2,Ryu 12,OC   ,     ,                                ,REF805                                         ,712
13.91,-5.6,18 36 35,-19 27 54,48,48,Alessi 40|ASCC 97|MWSC 2963,OC   ,     ,                                ,REF298|REF306|REF891                           ,714
13.95,0.46,18 14 05,-16 36 28,1,1,Ryu 707,OC   ,     ,                                ,REF805                                         ,716
14.03,-0.37,18 17 19,-16 56 02,1,1,Ryu 210,OC   ,     ,                                ,REF805                                         ,719
14.04,-0.82,18 19 00,-17 08 02,4.5,3.5,FSR 47,OC   ,     ,contaminated                    ,REF3033                                        ,720
14.06,0.72,18 13 23,-16 23 05,0.8,0.8,Ryu 708,OC   ,     ,                                ,REF805                                         ,721
14.07,-2.61,18 25 41,-17 57 13,1.2,1.2,Ryu 709,OC   ,     ,                                ,REF805                                         ,722
14.1,-9.66,18 52 31,-21 04 55,4,2.5,Ruprecht 146|OCL 39|ESO 592-4|MWSC 3012,OC   ,     ,                                ,REF239|REF300|REF920                           ,723
14.19,2.15,18 08 25,-15 35 03,1.2,1.2,Ryu 710,OC   ,     ,                                ,REF805                                         ,727
14.19,-0.99,18 19 56,-17 05 10,9,9,M 18|NGC 6613|Collinder 376|OCL 40|MWSC 2892,OC   ,     ,                                ,REF239                                         ,728
14.32,1.36,18 11 32,-15 51 15,1.8,1.8,Ryu 211,OC   ,     ,                                ,REF805                                         ,732
