"CWNU_id","l","b","sig_l","sig_b","n","plx","sig_plx","pmx","sig_pmx","pmy","sig_pmy","rv","sig_rv","nrv","logage","A0","m-M","class"
1703,332.36,-0.687,0.065,0.052,24,0.47,0.026,-2.852,0.057,-4.497,0.074,-13.56,,1,8.75,2.25,11.45,1
1704,184.026,1.271,0.049,0.041,24,0.36,0.024,0.811,0.117,-2.005,0.066,,,0,8.25,1.75,12,1
1705,64.138,0.697,0.014,0.014,27,0.218,0.03,-3.13,0.055,-5.905,0.073,,,0,7.1,2.5,13,1
1706,222.331,-3.115,0.17,0.078,24,0.418,0.029,-1.877,0.113,0.997,0.088,,,0,7.45,2.95,12.05,1
1707,352.468,-3.776,0.101,0.08,24,0.667,0.035,0.159,0.099,-3.776,0.068,,,0,8.4,2.7,10.75,1
1708,18.091,0.391,0.077,0.055,18,0.473,0.054,-1.459,0.073,-1.891,0.092,,,0,6.35,4.7,11.35,1
1709,23.668,-1.76,0.05,0.059,18,0.477,0.036,0.325,0.052,-1.494,0.068,19.27,,1,8.85,2.85,11.4,1
1710,297.503,-1.542,0.053,0.03,18,0.341,0.033,-6.701,0.049,0.84,0.033,-14.04,,1,7.2,1.8,12.45,1
1711,316.288,-1.552,0.03,0.042,18,0.396,0.049,-4.849,0.063,-3.258,0.064,,,0,7.2,3.3,11.7,1
1712,220.269,0.347,0.076,0.096,24,0.726,0.045,-1.385,0.085,0.632,0.097,,,0,7.9,1.15,10.8,1
1713,51.221,2.756,0.066,0.068,24,0.433,0.059,-1.341,0.071,-4.116,0.075,,,0,6.5,2.55,12.05,1
1714,213.249,-2.705,0.02,0.017,24,0.212,0.024,-0.072,0.125,0.534,0.109,,,0,6.75,2.05,14.2,1
1715,136.834,8.685,0.02,0.011,24,0.22,0.031,0.138,0.046,-0.218,0.048,,,0,8.65,3.2,13.5,1
1716,103.597,2.447,0.044,0.144,24,0.429,0.054,-3.535,0.106,-3.169,0.062,,,0,6.85,2.6,11.75,1
1717,8.843,0.117,0.066,0.1,23,0.284,0.042,-0.792,0.049,-1.967,0.073,,,0,6.55,4.85,12.9,1
1718,176.215,0.762,0.148,0.107,23,0.484,0.026,-0.28,0.093,-1.4,0.095,,,0,7.05,1.7,11.8,1
1719,7.988,0.993,0.016,0.018,23,0.324,0.022,-0.424,0.071,-2.004,0.069,-13.05,,1,6.45,5.6,12.55,1
1720,169.929,0.641,0.065,0.067,28,0.287,0.052,0.091,0.087,-2.087,0.093,-18.88,1.31,3,8.9,2.45,12.85,1
1721,103.798,-1.46,0.064,0.077,26,0.47,0.04,-2.171,0.051,-1.933,0.092,,,0,6.8,0.55,11.85,1
1722,120.905,-2.202,0.061,0.052,31,0.287,0.042,-1.596,0.065,-0.906,0.078,,,0,7.45,2.4,12.9,1
1723,299.261,-2.87,0.016,0.05,18,0.517,0.039,-5.521,0.066,-0.099,0.101,,,0,7.65,0.75,11.3,1
1724,113.599,2.644,0.087,0.023,23,0.329,0.033,-2.643,0.069,-1.692,0.085,-43.78,1.25,2,9.15,2.65,12.15,1
1725,301.293,1.039,0.106,0.083,18,0.503,0.036,-5.111,0.143,-0.284,0.089,-41.11,,1,8.85,1.6,11.4,1
1726,322.611,-2.013,0.063,0.033,23,0.422,0.021,-3.225,0.048,-4.354,0.053,-42.31,,1,8.6,2.2,11.75,1
1727,243.098,-2.439,0.063,0.063,18,0.37,0.035,-1.452,0.096,1.121,0.087,55.51,2.14,2,8.15,3.3,12.4,1
1728,249.14,2.465,0.122,0.061,23,0.223,0.031,-2.412,0.079,2.913,0.114,,,0,7.2,1.4,13.35,1
1729,229.436,0.598,0.117,0.06,23,0.503,0.049,-0.911,0.06,1.319,0.076,,,0,8.65,1.05,11.55,1
1730,289.328,-0.267,0.048,0.029,23,0.385,0.02,-6.143,0.051,0.818,0.047,,,0,8,1.35,11.9,1
1731,142.679,-3.636,0.156,0.103,18,0.398,0.038,0.61,0.096,-1.296,0.108,,,0,6.2,1.65,12.45,1
1732,169.819,1.356,0.195,0.129,23,0.708,0.028,2.316,0.052,-5.83,0.053,-9.02,,1,8.75,0.95,10.65,1
1733,241.319,-2.564,0.072,0.031,23,0.544,0.02,-2.825,0.05,2.993,0.038,,,0,8.05,0.65,11.2,1
1734,288.373,-0.17,0.016,0.014,18,0.214,0.017,-4.064,0.065,1.244,0.077,,,0,8.95,3.45,12.9,1
1735,75.786,1.921,0.158,0.042,18,0.398,0.018,-2.401,0.06,-4.955,0.055,,,0,7.35,2.8,11.8,1
1736,89.006,2.442,0.106,0.088,18,0.509,0.042,-3.072,0.079,-4.584,0.127,,,0,6.4,0.8,11.65,1
1737,302.607,-0.105,0.021,0.027,23,0.31,0.043,-5.586,0.088,-0.486,0.083,,,0,6.7,4,12.6,1
1738,71.815,0.424,0.094,0.059,18,0.256,0.018,-2.689,0.042,-4.801,0.056,,,0,6.05,5.4,13.25,1
1739,232.485,-1.505,0.079,0.146,23,0.308,0.04,-1.191,0.084,2.087,0.079,,,0,7.15,1.3,12.6,1
1740,77.157,4.351,0.206,0.182,24,0.342,0.063,-2.187,0.117,-4.874,0.163,-27.59,5.83,3,8.9,1.5,12.35,1
1741,165.065,6.156,0.27,0.119,23,0.492,0.039,-0.461,0.095,-1.698,0.054,,,0,8.65,0.9,11.4,1
1742,314.055,-0.496,0.047,0.046,17,0.389,0.038,-4.227,0.068,-2.532,0.117,,,0,6,0.3,11.85,1
1743,188.509,-2.65,0.358,0.075,17,0.298,0.039,0.208,0.181,-1.194,0.076,24.82,,1,9.05,1.95,12.2,1
1744,105.4,-3.729,0.202,0.115,24,0.375,0.1,-3.346,0.079,-3.144,0.085,,,0,7.5,1.55,12.4,1
1745,319.291,-2.354,0.159,0.064,17,0.415,0.029,-4.918,0.069,-3.934,0.098,-66.67,,1,8.35,2.35,11.6,1
1746,245.607,3.583,0.07,0.079,17,0.379,0.025,-2.857,0.083,0.716,0.056,,,0,8.55,0.6,11.9,1
1747,88.877,-4.758,0.142,0.073,17,0.547,0.03,-4.004,0.119,-4.898,0.017,,,0,7.5,1.3,11.15,1
1748,99.833,-3.381,0.053,0.035,17,0.287,0.027,-3.753,0.1,-3.535,0.059,-60.57,,1,8.25,0.75,12.4,1
1749,117.821,-2.077,0.039,0.061,23,0.438,0.026,-2.164,0.044,-1.377,0.09,,,0,7.7,1.6,11.65,1
1750,320.458,-1.877,0.007,0.011,17,0.283,0.026,-2.748,0.067,-3.49,0.049,-25.54,,1,8.05,5.45,12.4,1
1751,65.484,-2.83,0.039,0.036,17,0.467,0.075,-1.468,0.055,-5.117,0.097,,,0,6.25,3.3,11.45,1
1752,331.695,-1.893,0.037,0.052,17,0.41,0.025,-1.72,0.054,-2.352,0.044,-61.46,1.17,2,8.7,1.2,11.75,1
1753,63.877,0.432,0.075,0.04,23,0.478,0.041,-3.236,0.06,-6.257,0.045,-3.6,,1,7.85,1.9,11.4,1
1754,112.771,-2.905,0.114,0.042,23,0.353,0.047,-3.464,0.081,-2.147,0.123,,,0,9,2.95,12.55,1
1755,201.638,-0.088,0.022,0.02,23,0.306,0.032,0.872,0.11,-1.456,0.078,37.91,22.81,2,8.9,3.25,12.5,1
1756,94.915,0.113,0.091,0.043,23,0.373,0.034,-2.857,0.053,-2.848,0.046,,,0,7.85,2.8,11.95,1
1757,84.169,6.915,0.048,0.064,23,0.399,0.027,-2.989,0.098,-5.355,0.053,-49.98,1.1,2,9.25,1.9,11.8,1
1758,347.523,-0.999,0.024,0.02,17,0.35,0.022,-1.763,0.078,-3.762,0.098,,,0,6.8,4.4,12.35,1
1759,291.209,1.078,0.11,0.053,23,0.525,0.033,-6.524,0.059,1.413,0.039,,,0,8.6,1.3,11.3,1
1760,154.993,-0.312,0.042,0.082,23,0.518,0.051,0.168,0.117,-2.395,0.078,-28.06,,1,8.65,4.15,11.55,1
1761,73.131,-3.319,0.042,0.023,22,0.291,0.028,-1.307,0.104,-3.045,0.087,19.82,2.43,3,8.85,4.05,12.25,1
1762,242.047,2.297,0.012,0.018,22,0.187,0.027,-1.513,0.064,1.059,0.083,55.86,,1,9.15,0.75,14.25,1
1763,236.076,-1.258,0.061,0.255,22,0.431,0.04,-2.319,0.089,1.929,0.104,,,0,7.4,1.7,11.75,1
1764,281.675,-0.328,0.122,0.052,17,0.625,0.026,-7.735,0.078,3.946,0.065,0.19,,1,6.9,0.5,11.15,1
1765,98.307,-2.773,0.09,0.056,22,0.391,0.058,-2.436,0.114,-2.453,0.081,-40.42,,1,8.4,1.35,11.85,1
1766,256.12,-3.304,0.015,0.036,22,0.255,0.041,-1.819,0.063,3.259,0.061,40.25,1.43,3,9.15,2.45,13.1,1
1767,114.589,0.309,0.05,0.033,22,0.496,0.016,-2.752,0.036,-0.212,0.04,,,0,6.6,1.75,11.65,1
1768,275.323,-0.694,0.102,0.058,22,0.527,0.02,-6.976,0.056,5.032,0.052,9.65,0.41,2,8.25,1.15,11.3,1
1769,249.057,-1.13,0.077,0.046,22,0.46,0.03,-2.73,0.049,3.062,0.077,,,0,7.8,2,11.55,1
1770,6.981,-2.964,0.047,0.046,22,0.739,0.035,1.612,0.067,-1.402,0.046,,,0,6.7,0.2,10.75,1
1771,217.541,0.747,0.067,0.078,22,0.502,0.061,-0.658,0.085,0.327,0.065,,,0,7.55,0.75,11.65,1
1772,105.85,-0.81,0.173,0.138,17,0.47,0.049,-3.172,0.026,-1.78,0.048,,,0,7.45,1.7,11.5,1
1773,161.779,1.052,0.112,0.118,22,0.461,0.053,1.387,0.07,-2.385,0.056,-14.19,,1,8.15,2.75,11.65,1
1774,109.773,0.293,0.053,0.045,22,0.305,0.024,-4.016,0.039,-2.549,0.07,,,0,7.05,3.3,12.55,1
1775,330.245,-1.371,0.085,0.1,22,0.372,0.038,-3.22,0.09,-3.979,0.123,,,0,6.45,0.85,12.45,1
1776,316.506,-0.788,0.062,0.025,22,0.332,0.033,-5.521,0.057,-3.483,0.065,-54.8,3.73,2,7.8,5.95,12.8,1
1777,332.653,0.272,0.07,0.094,22,0.432,0.027,-2.32,0.074,-3.921,0.047,-81.51,0.64,2,8.8,3.15,12,1
1778,224.506,-6.907,0.404,0.31,27,0.702,0.038,-2.924,0.075,2.058,0.056,,,0,7.45,0.9,10.7,1
1779,198.415,1.155,0.215,0.19,17,0.398,0.047,-0.659,0.068,-1.07,0.083,-13.42,,1,8.85,1.1,11.55,1
1780,119.614,-0.449,0.049,0.032,22,0.466,0.029,-2.847,0.05,-1.629,0.077,,,0,6.9,1.6,11.6,1
1781,223.187,-0.436,0.132,0.093,22,0.358,0.064,-1.405,0.076,1.348,0.085,,,0,7.4,2,11.95,1
1782,219.518,2.984,0.028,0.085,17,0.287,0.017,-0.905,0.063,0.802,0.055,,,0,8.45,0.8,12.55,1
1783,146.542,-9.053,0.188,0.206,17,0.33,0.024,0.483,0.054,-0.973,0.135,-16.24,,1,8.9,0.9,12.05,1
1784,226.464,-4.461,0.2,0.081,17,0.482,0.014,-1.006,0.068,1.277,0.12,,,0,7.7,1.15,11.3,1
1785,1.672,-0.492,0.046,0.054,22,0.333,0.009,-0.098,0.061,-2.126,0.047,-39.69,,1,6.95,4.4,12.15,1
1786,339.441,0.267,0.053,0.034,22,0.419,0.032,-0.647,0.061,-1.979,0.049,,,0,7.3,2.95,11.65,1
1787,195.587,-1.755,0.05,0.1,22,0.422,0.045,-0.067,0.065,-3.069,0.08,,,0,8.5,1.65,11.9,1
1788,67.093,0.655,0.042,0.031,22,0.255,0.022,-2.957,0.044,-5.297,0.052,-44.92,,1,7.05,2.2,12.7,1
1789,234.733,1.312,0.029,0.028,17,0.246,0.023,-1.3,0.054,0.376,0.084,63.15,,1,8.65,2.6,12.8,1
1790,98.028,0.102,0.102,0.042,22,0.642,0.027,-4.558,0.065,-6.222,0.061,,,0,8.4,1.8,10.95,1
1791,214.564,0.799,0.032,0.033,22,0.314,0.033,-0.766,0.058,-0.62,0.059,72.54,,1,8.65,1.3,12.5,1
1792,39.471,-2.874,0.038,0.047,22,0.394,0.05,-1.012,0.074,-1.447,0.074,,,0,6.4,3.1,11.95,1
1793,111.431,-3.897,0.058,0.037,22,0.36,0.054,-2.396,0.068,-1.343,0.099,-35.26,,1,8.25,2.1,12,1
1794,245.318,1.007,0.094,0.086,17,0.308,0.042,-2.284,0.088,2.126,0.111,,,0,6.6,0.2,13,1
1795,343.335,0.276,0.203,0.058,17,0.486,0.037,-1.002,0.091,-2.52,0.098,-46.08,,1,6.75,5.25,11.8,1
1796,85.751,3.966,0.237,0.11,17,0.428,0.058,-2.769,0.079,-4.715,0.054,,,0,7,2.6,11.95,1
1797,352.776,-1.148,0.014,0.008,22,0.381,0.058,-1.171,0.072,-2.983,0.059,,,0,8.65,5.25,11.75,1
1798,354.089,-0.151,0.042,0.064,21,0.383,0.023,0.076,0.053,-1.055,0.089,,,0,6.4,5,12.1,1
1799,141.004,0.859,0.161,0.091,21,0.458,0.041,0.525,0.039,-0.577,0.059,-17.83,21.34,2,8.7,2.95,12,1
1800,302.58,-0.846,0.08,0.056,21,0.458,0.037,-4.538,0.055,-1.309,0.052,,,0,7.3,2.9,11.5,1
1801,179.516,5.594,0.048,0.101,21,0.805,0.035,1.047,0.072,-3.685,0.067,-11.18,2.84,4,8.75,1.1,10.45,1
1802,70.746,1.327,0.082,0.071,21,0.469,0.022,-0.713,0.055,-3.076,0.041,,,0,7.5,1.45,11.45,1
1803,236.067,-4.935,0.095,0.085,21,0.523,0.033,-2.36,0.071,3.027,0.051,,,0,7.7,1.1,11.5,1
1804,144.649,-0.908,0.049,0.027,17,0.326,0.017,-0.839,0.085,-0.796,0.057,,,0,6.65,4.9,12.55,1
1805,260.325,-3.019,0.151,0.167,17,0.564,0.065,-4.334,0.118,3.925,0.113,,,0,7.05,2.05,11.4,1
1806,77.323,-2.986,0.118,0.034,21,0.418,0.039,-2.429,0.11,-5.021,0.102,,,0,6.9,2.6,11.75,1
1807,166.21,0.212,0.043,0.041,21,0.378,0.043,0.172,0.061,-0.826,0.063,-23.82,,1,8.8,1.4,11.9,1
1808,313.624,-0.874,0.033,0.037,21,0.336,0.043,-5.538,0.058,-2.991,0.077,,,0,9.2,4.05,12.85,1
1809,234.397,0.281,0.058,0.038,21,0.293,0.019,-1.706,0.041,1.286,0.063,59.11,4.9,2,8.9,1.85,12.6,1
1810,168.478,4.087,0.144,0.081,21,0.231,0.041,0.11,0.063,-0.34,0.07,-4.37,,1,8.5,1.8,13,1
1811,16.801,0.439,0.066,0.106,17,0.593,0.063,0.603,0.161,-1.185,0.081,,,0,7.5,2.55,11,1
1812,26.74,-1.164,0.058,0.074,21,0.552,0.033,-0.46,0.04,-2.933,0.043,,,0,8.05,1.35,11.2,1
1813,58.554,-0.034,0.02,0.008,21,0.234,0.036,-2.213,0.053,-4.323,0.035,12.03,1.77,3,7.95,6.3,12.8,1
1814,159.438,-2.156,0.041,0.037,21,0.355,0.03,0.651,0.058,-2.039,0.034,,,0,6.5,1.55,12.6,1
1815,294.117,5.618,0.098,0.109,17,0.509,0.031,-7.312,0.097,1.742,0.076,,,0,9,1.05,11.65,1
1816,284.149,0.119,0.093,0.028,21,0.415,0.022,-5.839,0.041,2.251,0.055,,,0,7.9,1.4,11.8,1
1817,292.1,-2.023,0.077,0.064,16,0.441,0.024,-7.512,0.042,1.699,0.073,,,0,7.1,1.65,11.85,1
1818,88.796,0.413,0.155,0.054,21,0.576,0.018,-2.703,0.043,-3.564,0.079,,,0,7.45,2.15,11.15,1
1819,115.278,5.698,0.096,0.071,21,0.488,0.03,-2.979,0.059,-0.858,0.049,-27.91,1.16,6,9,4.5,11.35,1
1820,168.934,-1.78,0.083,0.104,16,0.324,0.053,0.902,0.082,-1.822,0.069,19.13,9.61,2,9.05,2.05,12.55,1
1821,286.294,-1.157,0.045,0.028,21,0.475,0.017,-5.548,0.05,2.875,0.04,-17.94,,1,8.55,1,11.6,1
1822,44.467,-3.339,0.074,0.08,21,0.549,0.047,-1.018,0.058,-4.999,0.044,14.82,,1,8.05,1.65,11.2,1
1823,110.657,4.181,0.251,0.151,16,0.366,0.071,-3.802,0.087,-2.09,0.089,-43.22,,1,8.05,3.9,12.6,1
1824,205.258,-5.224,0.095,0.161,21,0.725,0.047,-1.105,0.096,-1.797,0.079,,,0,6.75,0.4,10.85,1
1825,172.641,-3.017,0.192,0.122,16,0.449,0.092,1.053,0.058,-2.639,0.096,-13.43,,1,8.75,1.65,11.7,1
1826,323.562,2.312,0.071,0.075,21,0.619,0.035,-2.686,0.074,-3.841,0.095,,,0,8.1,1.65,11.1,1
1827,55.935,-1.01,0.051,0.028,21,0.385,0.051,-2.002,0.03,-5.073,0.042,,,0,7.05,3.55,12,1
1828,91.911,-2.733,0.082,0.049,21,0.396,0.029,-2.409,0.058,-2.903,0.059,,,0,7.9,2,12,1
1829,309.64,16.752,0.084,0.179,21,0.313,0.09,-6.681,0.221,-0.601,0.159,-39.75,,1,8.45,1.95,13.4,1
1830,325.308,-1.306,0.07,0.028,16,0.399,0.035,-2.556,0.06,-2.799,0.04,,,0,6.8,4.7,12.25,1
1831,6.164,-0.584,0.09,0.058,21,0.618,0.035,0.074,0.041,-0.914,0.038,,,0,7.7,2.25,10.85,1
1832,350.039,2.177,0.065,0.057,21,0.581,0.027,1.366,0.104,0.443,0.068,-29.44,0.23,2,8.15,3.65,11.1,1
1833,275.5,0.744,0.066,0.019,21,0.484,0.031,-6.536,0.04,4.217,0.046,9.54,,1,8.65,2.5,11.45,1
1834,61.746,-2.4,0.129,0.068,21,0.386,0.025,-2.132,0.041,-4.486,0.031,,,0,7.05,4.15,11.9,1
1835,202.724,-1.742,0.145,0.089,16,0.29,0.022,0.178,0.074,-1.754,0.075,,,0,8.7,1.55,12.75,1
1836,74.24,-3.543,0.056,0.035,21,0.352,0.038,-3.299,0.094,-5.643,0.106,-3.13,,1,8.55,2.95,11.95,1
1837,277.992,-1.098,0.074,0.03,16,0.358,0.04,-4.907,0.029,3.434,0.056,,,0,8.35,2.1,11.95,1
1838,179.047,6.127,0.094,0.134,21,0.461,0.045,0.028,0.083,-1.473,0.078,,,0,7.6,1.1,11.7,1
1839,178.304,-1.785,0.357,0.064,16,0.406,0.082,1.47,0.132,-3.195,0.095,21.67,37.81,2,8.8,3,11.9,1
1840,80.781,2.628,0.193,0.204,21,0.453,0.069,-1.257,0.166,-2.318,0.186,-18.23,39.49,3,8.95,3.8,12,1
1841,9.951,-0.962,0.08,0.066,45,0.367,0.038,0.167,0.09,-1.382,0.092,17.91,,1,8.5,3.85,11.85,1
1842,337.265,-2.281,0.063,0.076,21,0.8,0.029,0.596,0.06,-2.198,0.058,,,0,8.75,2.2,10.4,1
1843,279.992,-0.618,0.102,0.058,21,0.476,0.038,-6.465,0.079,3.32,0.063,,,0,7.5,1.9,11.5,1
1844,109.836,-1.082,0.023,0.014,21,0.26,0.042,-3.208,0.034,-2.043,0.065,,,0,6.85,3.65,12.9,1
1845,213.604,3.417,0.084,0.056,21,0.509,0.042,-1.879,0.04,-1.452,0.051,29.98,,1,8.8,0.75,11.5,1
1846,283.809,-1.621,0.078,0.054,16,0.32,0.045,-5.535,0.036,3.044,0.074,,,0,6.9,2.2,12.4,1
1847,253.784,5.647,0.067,0.042,21,0.259,0.032,-3.881,0.044,2.901,0.043,64.5,,1,8.35,1.2,12.75,1
1848,249.978,1.537,0.067,0.161,16,0.336,0.057,-2.027,0.087,2.619,0.035,,,0,8.65,1.4,12.55,1
1849,327.002,0.13,0.052,0.044,16,0.498,0.034,-1.95,0.083,-1.659,0.071,,,0,7,3.25,11.45,1
1850,310.516,9.371,0.357,0.206,23,0.513,0.105,-7.38,0.072,-1.874,0.225,-52.02,,1,9.15,1.7,11.8,1
1851,344.164,0.9,0.114,0.057,20,0.608,0.045,-0.498,0.089,-0.042,0.025,,,0,7.95,1.95,10.95,1
1852,55.525,-2.399,0.062,0.011,16,0.37,0.052,-3.192,0.076,-5.631,0.078,,,0,8,2.95,12,1
1853,16.691,-0.501,0.019,0.023,20,0.343,0.019,-0.801,0.063,-2.508,0.066,,,0,6.25,1.75,12.6,1
1854,268.143,2.444,0.071,0.054,20,0.451,0.028,-5.558,0.056,4.069,0.081,,,0,7.3,1.2,11.6,1
1855,278.037,-1.694,0.079,0.042,16,0.428,0.035,-5.776,0.085,4.392,0.064,,,0,7.2,2.55,11.7,1
1856,343.697,-0.061,0.075,0.065,20,0.456,0.057,-0.208,0.067,-1.864,0.077,-62.06,,1,8.15,4.35,11.5,1
1857,26.968,-2.007,0.116,0.042,20,0.667,0.037,-1.827,0.052,1.689,0.048,-0.76,0.11,2,9.15,1.4,10.85,1
1858,315.394,0.462,0.053,0.072,20,0.461,0.038,-6.099,0.077,-2.71,0.054,,,0,6.3,0.05,11.75,1
1859,231.209,-4.891,0.193,0.182,20,0.295,0.039,-0.649,0.091,2.574,0.059,,,0,7.3,1.05,12.6,1
1860,106.334,-1.669,0.045,0.057,20,0.372,0.041,-4.274,0.063,-3.056,0.062,-45.42,,1,8.8,1.8,12.1,1
1861,212.052,-0.027,0.071,0.077,20,0.566,0.055,-1.244,0.081,0.518,0.093,,,0,7.1,1.25,11.1,1
1862,278.259,-1.748,0.04,0.038,16,0.316,0.023,-7.253,0.043,4.756,0.102,,,0,7.85,3,12.25,1
1863,278.908,1.382,0.034,0.032,20,0.352,0.031,-6.151,0.058,3.166,0.044,,,0,8.55,1.55,12.05,1
1864,6.271,-0.062,0.199,0.075,20,0.515,0.021,0.215,0.072,-1.115,0.053,-12.66,,1,7.45,2.95,11.2,1
1865,235.99,-1.165,0.054,0.17,20,0.335,0.022,-1.922,0.097,1.491,0.073,,,0,8.55,1.3,12.1,1
1866,301.731,0.413,0.063,0.047,20,0.437,0.026,-4.451,0.077,-0.862,0.046,,,0,8.4,2.55,11.6,1
1867,267.283,3.155,0.181,0.072,20,0.529,0.027,-3.111,0.066,1.439,0.062,,,0,8.85,1.2,11.3,1
1868,27.684,-1.156,0.019,0.017,20,0.263,0.026,-0.701,0.111,-3.121,0.047,,,0,8.55,3.3,12.45,1
1869,232.121,-0.514,0.046,0.063,20,0.338,0.037,-1.569,0.067,2.372,0.061,,,0,6.55,0.25,12,1
1870,70.201,1.186,0.033,0.031,20,0.311,0.023,-3.233,0.034,-4.888,0.05,,,0,7.55,3.15,12.45,1
1871,127.628,-0.342,0.026,0.02,20,0.374,0.032,-1.952,0.063,-0.197,0.046,,,0,6,0.3,12.25,1
1872,103.943,-4.732,0.172,0.053,16,0.342,0.049,-3.163,0.097,-2.685,0.115,,,0,6.9,0.3,12.65,1
1873,73.296,1.402,0.075,0.042,16,0.342,0.026,-2.104,0.048,-6.04,0.046,-15.7,6.63,3,9,2.5,12.1,1
1874,334.439,-0.839,0.025,0.055,16,0.337,0.034,-1.708,0.112,-2.428,0.043,,,0,6.85,3.8,12.15,1
1875,107.707,-3.932,0.238,0.067,16,0.395,0.045,-3.153,0.043,-3.097,0.072,,,0,7.5,1.15,11.8,1
1876,162.682,5.024,0.126,0.058,20,0.337,0.03,0.81,0.096,-1.529,0.085,,,0,7.6,1.75,11.95,1
1877,16.856,-0.044,0.064,0.062,20,0.609,0.029,0.04,0.035,-1.912,0.05,,,0,7.2,2.65,11.05,1
1878,67.697,1.952,0.034,0.105,20,0.413,0.029,-1.934,0.052,-3.964,0.086,,,0,7.4,2.35,11.75,1
1879,251.559,-0.64,0.094,0.04,16,0.288,0.042,-2.757,0.071,2.991,0.051,,,0,8,1.4,12.5,1
1880,83.584,2.247,0.098,0.058,20,0.371,0.022,-2.473,0.095,-2.981,0.075,-24.48,,1,8,4,12.15,1
1881,237.443,0.507,0.126,0.146,16,0.648,0.064,-2.142,0.075,0.594,0.084,27.46,,1,8.05,0.6,10.95,1
1882,100.367,-3.574,0.052,0.053,16,0.241,0.017,-3.679,0.058,-3.455,0.054,,,0,6.9,1.5,12.85,1
1883,83.175,0.648,0.141,0.089,20,0.545,0.028,-3.033,0.075,-5.647,0.087,-22.78,0.02,2,7.85,5.8,11.5,1
1884,16.264,-1.732,0.045,0.048,16,0.438,0.064,0.622,0.026,0.294,0.064,-10.78,,1,8.7,2.35,11.55,1
1885,113.098,0.782,0.077,0.098,20,0.524,0.035,-2.474,0.038,-1.336,0.05,,,0,6.35,1.3,11.5,1
1886,5.41,-13.292,0.089,0.066,16,0.37,0.054,-1.723,0.111,-5.234,0.135,,,0,9.5,0.75,12.65,1
1887,327.047,-1.924,0.082,0.05,19,0.401,0.032,-3.641,0.054,-3.728,0.074,,,0,8.1,2.3,11.7,1
1888,122.376,0.364,0.027,0.084,19,0.31,0.018,-2.555,0.079,-0.433,0.089,,,0,6.9,1.55,12.5,1
1889,255.838,-2.14,0.101,0.12,19,0.549,0.036,-2.216,0.07,1.553,0.056,,,0,9.05,2.3,11.2,1
1890,330.92,-1.166,0.045,0.059,19,0.522,0.031,-2.252,0.077,-3.436,0.034,,,0,7.45,2.5,11.3,1
1891,307.269,4.251,0.169,0.037,16,0.549,0.067,-3.955,0.052,-1.274,0.038,,,0,7.5,0.7,11.1,1
1892,260.932,-3.923,0.149,0.142,19,0.618,0.043,-4.588,0.078,4.136,0.026,,,0,7.95,2.1,11.15,1
1893,45.474,-0.987,0.063,0.07,16,0.435,0.035,0.917,0.055,-1.216,0.064,-11.05,,1,8.55,5.45,11.55,1
1894,135.668,3.077,0.034,0.045,19,0.149,0.021,-0.798,0.072,0.408,0.042,,,0,7.7,3,14.45,1
1895,75.022,3.488,0.056,0.065,21,0.275,0.026,-2.476,0.071,-4.786,0.112,,,0,8.7,1.75,12.4,1
1896,236.597,-5.853,0.022,0.046,19,0.39,0.034,-2.418,0.038,3.977,0.088,43.71,,1,8.6,0.8,12.1,1
1897,246.671,3.684,0.077,0.048,19,0.388,0.016,-3.736,0.035,2.518,0.088,41.49,15.03,2,8.85,0.4,12.2,1
1898,330.259,-1.197,0.116,0.052,19,0.557,0.021,-3.12,0.087,-4.606,0.065,-42.42,,1,7.8,2.45,11.15,1
1899,147.262,0.413,0.03,0.035,19,0.246,0.034,-0.225,0.065,-0.365,0.099,,,0,6.8,4.05,12.95,1
1900,240.908,-2.671,0.03,0.069,19,0.313,0.019,-1.103,0.051,1.072,0.032,56.59,,1,8.8,1.45,12.35,1
1901,34.657,-2.184,0.162,0.146,16,0.496,0.038,-0.606,0.074,-2.307,0.109,-29.72,,1,8.75,2.55,11.4,1
1902,87.761,2.772,0.034,0.043,16,0.321,0.017,-2.799,0.053,-3.413,0.027,,,0,7.7,3.55,12.3,1
1903,276.091,-0.604,0.044,0.091,25,0.371,0.039,-5.025,0.163,4.069,0.039,17.24,,1,7.65,3.25,12.5,1
1904,83.788,2.152,0.058,0.023,19,0.379,0.017,-3.132,0.08,-4.469,0.056,,,0,7.05,3.4,12.05,1
1905,354.229,-0.26,0.041,0.037,16,0.416,0.025,0.084,0.117,-0.481,0.048,-40.71,,1,6.65,6.15,12.1,1
1906,203.398,-6.131,0.21,0.127,19,0.69,0.043,0.789,0.049,-3.024,0.055,,,0,7.6,1,10.65,1
1907,225.813,0.633,0.061,0.06,19,0.38,0.039,-1.417,0.037,0.367,0.04,,,0,8.55,1.65,11.9,1
1908,315.877,-1.097,0.076,0.095,19,0.282,0.034,-4.878,0.088,-2.64,0.065,-60.5,,1,6.95,3.75,12.45,1
1909,129.411,-4.774,0.058,0.092,19,0.557,0.025,-0.974,0.074,-1.681,0.081,,,0,7.6,1.9,11.15,1
1910,314.551,-2.959,0.047,0.037,19,0.319,0.031,-6.907,0.043,-4.529,0.052,,,0,7.75,2.2,12.25,1
1911,84.461,5.017,0.304,0.101,16,0.382,0.042,-2.472,0.025,-5.188,0.093,-46.08,,1,6.85,2.15,11.9,1
